word,token_count,distinct_formations
burd,1,1
fart,1,1
continious,1,1
ocl,1,1
softerbrn,1,1
woodland,1,1
gravleey,1,1
aml,1,1
cozy,1,1
wcb,1,1
golded,1,1
ind,1,1
clagial,1,1
yd,1,1
pasture,1,1
gmud,1,1
wly,1,1
crivicey,1,1
brokers,1,1
slate'gray,1,1
bravely,1,1
btown,1,1
hardpaw,1,1
cinicnnhan,1,1
cincinnahan,1,1
amorphous,1,1
graveil,1,1
corby,1,1
carly,1,1
crds,1,1
tw,1,1
hardparn,1,1
cd,1,1
lionstove,1,1
bouldess,1,1
grany,1,1
cincinnaham,1,1
inicaceous,1,1
pigmented,1,1
craves,1,1
clay2,1,1
oeagravel,1,1
brooken,1,1
mudballs,1,1
lin,1,1
rocsk,1,1
ordorician,1,1
605,1,1
drifting,1,1
lse,1,1
cincinnhan,1,1
vormation,1,1
strgars,1,1
grav188,1,1
clrs,1,1
vt,1,1
mic,1,1
shay,1,1
satur,1,1
brgray,1,1
smallgravsticky,1,1
ufg,1,1
142,1,1
148,1,1
nicl,1,1
sampl,1,1
topsoilc,1,1
dem,1,1
wood20,1,1
rand,1,1
whiteslate,1,1
grayslate,1,1
16pm,1,1
itt,1,1
sameas,1,1
towh,1,1
shalesilty,1,1
siltstoneshale,1,1
grnbentonite,1,1
silurina,1,1
lea,1,1
interbedd,1,1
leathry,1,1
intrbds,1,1
varirty,1,1
bebbly,1,1
diay,1,1
griv,1,1
greitty,1,1
bleuclay,1,1
undergrnd,1,1
underground,1,1
tpop,1,1
clay19,1,1
alltheway,1,1
sahnd,1,1
g79,1,1
vsandy,1,1
supu,1,1
sahrp,1,1
lorey,1,1
4'coarse,1,1
gummuy,1,1
spam,1,1
gravplenty,1,1
h2ogdgr,1,1
fossiliferou,1,1
speckley,1,1
rrown,1,1
sampels,1,1
chutinbed,1,1
custy,1,1
caste,1,1
pgrite,1,1
vyhd,1,1
trencap,1,1
porns,1,1
smellgas,1,1
ltbro,1,1
blspecks,1,1
deadoct,1,1
eopsoil,1,1
vdk,1,1
cobblestn,1,1
ironstn,1,1
hardware,1,1
likeclay,1,1
alberey,1,1
der,1,1
srave,1,1
giv,1,1
h2osand,1,1
sufficient,1,1
grauly,1,1
storm,1,1
jud,1,1
renn,1,1
away,1,1
urden,1,1
somebrokenlimest,1,1
mstly,1,1
skts,1,1
sistern,1,1
redsandy,1,1
ked,1,1
glceaner,1,1
cin,1,1
rvr,1,1
blackand,1,1
brookstone,1,1
noticeable,1,1
meavy,1,1
dkfray,1,1
freshwater,1,1
60galsperhr,1,1
882,1,1
saltwaterfiledhole500,1,1
2hr,1,1
clay34,1,1
holl,1,1
waterbeari,1,1
grue,1,1
56y8,1,1
stoldard,1,1
decent,1,1
softhardpanhardtodrivepipe,1,1
sandlows,1,1
care,1,1
fvien,1,1
soupatone,1,1
shleby,1,1
brownshih,1,1
hardable,1,1
quit,1,1
rus,1,1
littel,1,1
streat,1,1
topsioil,1,1
shary,1,1
282,1,1
blacvk,1,1
staticleve37rat,1,1
grvels,1,1
hime,1,1
skocchips,1,1
stlstn,1,1
vcrb,1,1
fossl,1,1
sidewalk,1,1
rdsh,1,1
quck,1,1
retten,1,1
greenstone,1,1
frown,1,1
sry,1,1
greytill,1,1
hwater,1,1
gracial,1,1
softsandyblueclay,1,1
haed,1,1
5in,1,1
say,1,1
fipco,1,1
crb,1,1
oc,1,1
peletts,1,1
surafice,1,1
chesite,1,1
rbbr,1,1
mevery,1,1
brownsh,1,1
grvrly,1,1
crvly,1,1
bell,1,1
rochy,1,1
limestonebrem,1,1
smoeh2o,1,1
yellowy,1,1
gryl,1,1
interbedde,1,1
sl10,1,1
crumby,1,1
morall,1,1
80slo5'state,1,1
lactine,1,1
x58,1,1
subangular,1,1
gass,1,1
grantie,1,1
10'sand,1,1
fragmt,1,1
cerm,1,1
2'stone,1,1
gravel106,1,1
grclay,1,1
stronger,1,1
noburn,1,1
muddygrav,1,1
gralev,1,1
blueh,1,1
ardpan,1,1
crappie,1,1
qwk,1,1
argelaceous,1,1
agelaceous,1,1
3'stone,1,1
hydragen,1,1
fnss,1,1
strksshale,1,1
sharpedged,1,1
lotsfnsand,1,1
pennsylvania,1,1
soopy,1,1
g7crse,1,1
nogood,1,1
drse,1,1
beo,1,1
broun,1,1
glavely,1,1
paper,1,1
carbonaceou,1,1
tiopsoil,1,1
worted,1,1
rnded,1,1
man,1,1
coarseness,1,1
ligray,1,1
reown,1,1
olivd,1,1
conformente,1,1
seepag,1,1
cld,1,1
lmstne,1,1
pang,1,1
hick,1,1
droft,1,1
bolulders,1,1
smallgraywbgrav,1,1
sogvl,1,1
grbr,1,1
overbird,1,1
fa,1,1
fand,1,1
rocsks,1,1
confliction,1,1
path,1,1
gumbe,1,1
30'gr,1,1
level15,1,1
dn,1,1
pkg,1,1
aggregage,1,1
whitle,1,1
sandrockstreak,1,1
veryfine,1,1
stripsofmud,1,1
stripsclay,1,1
stmudsand,1,1
veryfnw,1,1
stripclay,1,1
graysandyclayw,1,1
hdclaystrips,1,1
lgrocks,1,1
stgrayclay,1,1
moistsand,1,1
hdclaystr,1,1
hdwaxyclay,1,1
softgrayclayw,1,1
somefinesand,1,1
somefinegirtsand,1,1
toveryfnsandw,1,1
upto1'strips,1,1
eval,1,1
sici,1,1
x1,1,1
sial,1,1
sisa,1,1
cw,1,1
ni,1,1
bwon,1,1
beaing,1,1
os,1,1
shaul,1,1
tharder,1,1
frie,1,1
plnety,1,1
53ft,1,1
ugn,1,1
congomerate,1,1
w's,1,1
limebound,1,1
78'hard,1,1
softgreen,1,1
sandss,1,1
striaks,1,1
eseam,1,1
betw,1,1
siuk,1,1
aggregated,1,1
crowell,1,1
sprinkle,1,1
net,1,1
double,1,1
lisicl,1,1
fam,1,1
carbonncois,1,1
aunglar,1,1
grut,1,1
leg,1,1
excessive,1,1
anb,1,1
claya,1,1
gravelyu,1,1
graylimestone,1,1
layerof,1,1
puttylime,1,1
westheel,1,1
tb,1,1
consolated,1,1
fragmented,1,1
jay,1,1
rockvro,1,1
vysdy,1,1
trinton,1,1
greeenish,1,1
mantle,1,1
glacian,1,1
dekora,1,1
psc,1,1
fewclaystr,1,1
limestonoe,1,1
grittygrey,1,1
derionion,1,1
sandan,1,1
dor,1,1
noret,1,1
denuded,1,1
brokin,1,1
soikl,1,1
heater,1,1
bm,1,1
geenish,1,1
apcked,1,1
year,1,1
cemetary,1,1
flecked,1,1
coalbin,1,1
gravelgood,1,1
grainsize,1,1
mutlicolored,1,1
multicolores,1,1
g6,1,1
compct,1,1
cmpact,1,1
rad,1,1
brash,1,1
randid,1,1
multicolred,1,1
burton,1,1
loamw,1,1
sooil,1,1
sdt,1,1
grosley,1,1
glaciel,1,1
anglar,1,1
such,1,1
imb,1,1
rtblsandyclay,1,1
st2,1,1
3inwater,1,1
100gph,1,1
moistplastic,1,1
mults,1,1
1825,1,1
ssd,1,1
chet,1,1
tosp,1,1
variably,1,1
states,1,1
forma,1,1
topsoiul,1,1
coray,1,1
poker,1,1
petrified,1,1
calcarrous,1,1
hgrav,1,1
clcay,1,1
stoneledge,1,1
argillaecous,1,1
9white,1,1
tool,1,1
skells,1,1
shlf,1,1
liquid,1,1
cooks,1,1
smalll,1,1
836,1,1
cna,1,1
sislty,1,1
somesiltstone,1,1
cobbly,1,1
cong,1,1
ncongl,1,1
concrdtions,1,1
dar5k,1,1
ylel,1,1
topyel,1,1
2'fissure,1,1
mostyly,1,1
strean,1,1
slopply,1,1
3'packet,1,1
traves,1,1
cally,1,1
lavyer,1,1
grittybrown,1,1
gumlo,1,1
595,1,1
silry,1,1
fossileferous,1,1
sater,1,1
set4,1,1
showgas1033,1,1
1036,1,1
kelly,1,1
bushing,1,1
shilty,1,1
shack,1,1
foundary,1,1
0yellow,1,1
rack,1,1
wigh,1,1
foudnary,1,1
fli,1,1
vmixed,1,1
conrse,1,1
ntmuchwat,1,1
muddey,1,1
carcous,1,1
yllwsh,1,1
fragile,1,1
carry,1,1
gwuck,1,1
consequence,1,1
consoldtd,1,1
hare,1,1
strainers,1,1
yellewish,1,1
topsolil,1,1
dardpan,1,1
gravcle,1,1
tacallgh,1,1
fraav,1,1
greeen,1,1
yummy,1,1
samndy,1,1
hradpand,1,1
strik,1,1
unctious,1,1
graevllyl,1,1
bloomstone,1,1
shale0,1,1
hollow,1,1
gravela,1,1
specified,1,1
fone,1,1
ordonician,1,1
intervals,1,1
bouldering,1,1
olice,1,1
pinkgray,1,1
47ft,1,1
61gpm,1,1
blue0grn,1,1
boulds,1,1
sheves,1,1
stirpped,1,1
mudyd,1,1
groute,1,1
verysilty,1,1
verysiltysandygrn,1,1
drillable,1,1
variety,1,1
tightcla,1,1
lss,1,1
bluefirm,1,1
drlled,1,1
exsting,1,1
sull,1,1
greenisn,1,1
augers,1,1
refused,1,1
govel,1,1
meg,1,1
chils,1,1
cbles,1,1
bjlue,1,1
peper,1,1
median,1,1
losose,1,1
yellowick,1,1
5hrs,1,1
haren,1,1
wxy,1,1
coaurse,1,1
trs,1,1
std,1,1
flm,1,1
socl,1,1
grsicl,1,1
rooking,1,1
prior,1,1
fneto,1,1
lensesgrav,1,1
siliea,1,1
tell,1,1
flas,1,1
omar,1,1
sandygrayclayw,1,1
streaksfnsand,1,1
somefgrave,1,1
crssandygravboulder28,1,1
gravelygrayclayboulder42,1,1
somefgrav,1,1
somefngrav,1,1
occlenses,1,1
carries,1,1
bl28,1,1
leave,1,1
unavailable,1,1
quilty,1,1
clsi,1,1
wf,1,1
csa,1,1
305,1,1
teenton,1,1
petter,1,1
muddyly,1,1
gouge,1,1
residue,1,1
trenon,1,1
floaty,1,1
balk,1,1
sunfare,1,1
heaveing,1,1
silwian,1,1
magrokete,1,1
wed,1,1
porly,1,1
trsp,1,1
trsicl,1,1
nardpan,1,1
sandsw,1,1
slates,1,1
odr,1,1
sug,1,1
ar,1,1
seamed,1,1
lined,1,1
expanding,1,1
lv,1,1
lomor,1,1
hardbue,1,1
slage,1,1
trentoin,1,1
ol,1,1
fvl,1,1
pebes,1,1
boulderst,1,1
fri,1,1
ozz,1,1
vnmed,1,1
resist,1,1
satp,1,1
314,1,1
unknowing,1,1
colorred,1,1
garvelly,1,1
21ft,1,1
23ft,1,1
gavelly,1,1
gumby,1,1
interpret,1,1
jix,1,1
asph,1,1
atop,1,1
joachim,1,1
gravmudinsamplenowaterlos,1,1
brknls,1,1
miix,1,1
qr,1,1
wcoal,1,1
nig,1,1
groken,1,1
reddigh,1,1
broulders,1,1
clil,1,1
granete,1,1
loc,1,1
stock,1,1
qrter,1,1
431,1,1
graygravel,1,1
gop,1,1
wvery,1,1
portas,1,1
sorta,1,1
overbureden,1,1
finemd,1,1
limestonee,1,1
slgtly,1,1
drwy,1,1
stare,1,1
vfw,1,1
leight,1,1
scaled,1,1
snads,1,1
greenlimestone,1,1
kark,1,1
puttys,1,1
sofcis,1,1
prodctvy,1,1
sulfure,1,1
topsoild,1,1
supher,1,1
ofbroken,1,1
waterr,1,1
varies,1,1
gough,1,1
galuconite,1,1
smokey,1,1
vugs,1,1
crevryw,1,1
lifestone,1,1
finco,1,1
verm,1,1
stonelike,1,1
broden,1,1
pelllets,1,1
limestine,1,1
stond,1,1
topblack,1,1
firmsoft,1,1
yardpan,1,1
rises,1,1
pcc,1,1
gso,1,1
crevess,1,1
backlg,1,1
whiye,1,1
dolost,1,1
brakd,1,1
liver,1,1
whitemix,1,1
copal,1,1
hardpaqn,1,1
stings,1,1
pqn,1,1
monsfield,1,1
slamm,1,1
boogy,1,1
slk,1,1
blacl,1,1
bouler,1,1
lessie,1,1
roten,1,1
gwp,1,1
bambo,1,1
critty,1,1
ppy,1,1
crsgraywaterbrggrardsand,1,1
strange,1,1
crshd,1,1
640,1,1
inuater,1,1
gragf,1,1
egl,1,1
granit3,1,1
hardpann,1,1
shalf,1,1
gravvely,1,1
wstreaks,1,1
breack,1,1
fetting,1,1
carfin,1,1
shard,1,1
streaksof,1,1
browngravel,1,1
screenable,1,1
yelliow,1,1
blshale,1,1
sringers,1,1
oist,1,1
veyr,1,1
coay,1,1
ho,1,1
continued,1,1
days,1,1
concretted,1,1
wisconsinstgsoiloxidizedtill,1,1
ill,1,1
watch,1,1
saut,1,1
consoladated,1,1
sankrock,1,1
graying,1,1
6gpm,1,1
sandaline,1,1
insufficient,1,1
sialty,1,1
slks,1,1
strewaks,1,1
bop,1,1
0dry,1,1
sheep,1,1
carney,1,1
blueial,1,1
uead,1,1
pail,1,1
inadequate,1,1
ashale,1,1
firmshale,1,1
sandu,1,1
brokwn,1,1
waterbearinggreysandw,1,1
cemental,1,1
chiops,1,1
gragvely,1,1
sandsand,1,1
yf,1,1
prodct,1,1
insuff,1,1
msl,1,1
stoene,1,1
sting,1,1
niarra,1,1
solio,1,1
gragvelly,1,1
shear,1,1
wheathered,1,1
rockbase,1,1
seepwater,1,1
shalw,1,1
treatn,1,1
graywbgrav,1,1
yelgraycrsgrav,1,1
sandmostlysand,1,1
lib,1,1
bern,1,1
mrf,1,1
vtd,1,1
htsy,1,1
sh2,1,1
brpwm,1,1
sandhy,1,1
lavndr,1,1
sthicky,1,1
gryy,1,1
blend,1,1
browned,1,1
brlken,1,1
fracturd,1,1
countinue,1,1
malron,1,1
botten,1,1
blobule,1,1
drakgray,1,1
smd,1,1
graycrs,1,1
hard0,1,1
contunied,1,1
floury,1,1
checky,1,1
taught,1,1
sledge,1,1
vpoor,1,1
somesand,1,1
dulom,1,1
angul,1,1
grumbs,1,1
questionable,1,1
verylittlesand,1,1
grayf,1,1
pked,1,1
limeestone,1,1
gearing,1,1
crsfnsand,1,1
mdgraygrav,1,1
mdcrsgray,1,1
quicksandw,1,1
layergrav,1,1
brlue,1,1
girite,1,1
quant,1,1
gritte,1,1
again,1,1
dananited,1,1
84'wl,1,1
yw,1,1
graty,1,1
conglormate,1,1
frk,1,1
fomatn,1,1
paich,1,1
smallgray,1,1
brwonls,1,1
horison,1,1
pocks,1,1
gonglomate,1,1
fltrs,1,1
waterbearibg,1,1
topspil,1,1
gull,1,1
sanduy,1,1
36ft,1,1
packetd,1,1
wtrbrng,1,1
gi,1,1
rockt,1,1
ges,1,1
reen,1,1
objects,1,1
crevicepeagrav,1,1
crevice154,1,1
muid,1,1
bloe,1,1
crsfin,1,1
braky,1,1
blusish,1,1
letn,1,1
clay109,1,1
finnish,1,1
whitewater,1,1
pitless,1,1
adapt,1,1
ream,1,1
barnacles,1,1
brredsandrock,1,1
mixq,1,1
cstone,1,1
tgt,1,1
dstks,1,1
mudin,1,1
bearging,1,1
dominated,1,1
kind,1,1
dsh,1,1
blcks,1,1
ltight,1,1
graybrn,1,1
shoes,1,1
trach,1,1
drie,1,1
ke,1,1
dcoarse,1,1
wcrs,1,1
sard,1,1
amouth,1,1
bluelimestone,1,1
bill,1,1
seg,1,1
shert,1,1
limestonne,1,1
qualit,1,1
seaur,1,1
mose,1,1
rip,1,1
rarp,1,1
coralline,1,1
filland,1,1
tarnish,1,1
louisian,1,1
chattanoga,1,1
firsm,1,1
brillle,1,1
britte,1,1
8'water,1,1
soate,1,1
ice,1,1
gravaely,1,1
brokend,1,1
ifne,1,1
clay103,1,1
gravlre,1,1
cmall,1,1
grary,1,1
crusty,1,1
smallvein,1,1
cary,1,1
finengrav,1,1
gravely6,1,1
limestond,1,1
gravealy,1,1
wbs,1,1
coarsse,1,1
sndnot,1,1
weird,1,1
cang,1,1
3yell,1,1
graown,1,1
blueg,1,1
claystreak,1,1
howard,1,1
condition,1,1
ygrey,1,1
fner,1,1
scant,1,1
unstratified,1,1
f0,1,1
174,1,1
sandextra,1,1
kune,1,1
limesteone,1,1
offset,1,1
30s,1,1
t0100,1,1
overburoen,1,1
gravverylittlesand,1,1
scraps,1,1
foots,1,1
instl,1,1
casinged,1,1
noncasinged,1,1
overdrill,1,1
pro,1,1
unstratifiedtill,1,1
claysilt,1,1
grittty,1,1
g61,1,1
avacado,1,1
stains,1,1
wgray,1,1
144,1,1
greavely,1,1
tred,1,1
gravelygrey,1,1
greensidh,1,1
anjular,1,1
moise,1,1
alternatelayersbluesh,1,1
send,1,1
yey,1,1
hde,1,1
268,1,1
gallons,1,1
0gravely,1,1
mechiom,1,1
coarses,1,1
creases,1,1
creasees,1,1
rya,1,1
consolidates,1,1
angl,1,1
mainl,1,1
bouder,1,1
limewater,1,1
quitehard,1,1
perus,1,1
botto,1,1
ligyh,1,1
flaked,1,1
cavely,1,1
gumgo,1,1
simesto,1,1
garage,1,1
7d,1,1
abondment,1,1
because,1,1
sewage,1,1
seeam,1,1
whitestone,1,1
serean,1,1
saqnd,1,1
puttty,1,1
wcourse,1,1
blee,1,1
20gp,1,1
cementation,1,1
fosilish,1,1
gravto,1,1
sciom,1,1
blended,1,1
belter,1,1
05,1,1
gravellyclay,1,1
wooden,1,1
wooded,1,1
hardpay,1,1
crubmly,1,1
shirt,1,1
upto,1,1
runnin,1,1
accumulated,1,1
crumbley,1,1
g80,1,1
congloereate,1,1
chazyam,1,1
claycrevice,1,1
maquakela,1,1
tronton,1,1
rome,1,1
ear,1,1
steeky,1,1
ofcrs,1,1
gravmx,1,1
tigth,1,1
engine,1,1
topclay,1,1
brroken,1,1
comnbed,1,1
greenisj,1,1
poink,1,1
pole,1,1
bre,1,1
crused,1,1
petrol,1,1
firous,1,1
kinda,1,1
coarsegray,1,1
grityy,1,1
reenforced,1,1
gragel,1,1
loosing,1,1
tub,1,1
shlley,1,1
angulal,1,1
caveyls,1,1
stoneholefor,1,1
bailout,1,1
durty,1,1
clark,1,1
barron,1,1
bedrck,1,1
02,1,1
stresks,1,1
26blue,1,1
intermixed,1,1
cshale,1,1
alphalt,1,1
slaphy,1,1
g21,1,1
clay74,1,1
gralvey,1,1
ofr,1,1
brakey,1,1
reck,1,1
scatter,1,1
corring,1,1
mixded,1,1
tuff,1,1
swelley,1,1
sanmd,1,1
brag,1,1
greyist,1,1
consilidated,1,1
tranton,1,1
wml,1,1
bbroken,1,1
fracure,1,1
roaks,1,1
putystone,1,1
stohe,1,1
niagars,1,1
bfk,1,1
smgry,1,1
streacks,1,1
lager,1,1
gity,1,1
blownish,1,1
patty,1,1
matchstick,1,1
flowofwater,1,1
thinner,1,1
39'pf,1,1
978,1,1
asphill,1,1
peck,1,1
boring,1,1
charty,1,1
missisinnawa,1,1
continue,1,1
cropping,1,1
orevice,1,1
ocarse,1,1
gravmed,1,1
granted,1,1
sind,1,1
filty,1,1
plastering,1,1
nia,1,1
poros,1,1
grayle,1,1
lardpan,1,1
bals,1,1
empty,1,1
ldng,1,1
ligt,1,1
drinks,1,1
ofsandstonethengrav,1,1
yells,1,1
425,1,1
fractued,1,1
169,1,1
shaily,1,1
pipedriveninto,1,1
hiag,1,1
sheeting,1,1
stripping,1,1
gravdry,1,1
coasrs,1,1
bluegraybrpink,1,1
90gp,1,1
ningara,1,1
reef,1,1
karst,1,1
features,1,1
breaker,1,1
brandy,1,1
abit,1,1
gryay,1,1
avacoda,1,1
cinncinatian,1,1
mohawkian,1,1
shakopee,1,1
slilly,1,1
ggummy,1,1
214,1,1
would'nt,1,1
w'soft,1,1
miagars,1,1
shels,1,1
sightly,1,1
hader,1,1
crevious,1,1
looses,1,1
porr,1,1
tame,1,1
wln,1,1
gage,1,1
conglemerate,1,1
reddinsh,1,1
wide,1,1
seperat,1,1
grocks,1,1
noagara,1,1
topsoisl,1,1
grale,1,1
graveyt,1,1
cemntd,1,1
sports,1,1
gotd,1,1
rbrn,1,1
breakly,1,1
magra,1,1
magara,1,1
sounded,1,1
toot,1,1
pounded,1,1
muddy6,1,1
cimenteral,1,1
aquefier,1,1
facture,1,1
gruly,1,1
amented,1,1
smooht,1,1
punky,1,1
grittyred,1,1
agan,1,1
apper,1,1
microcrystalline,1,1
glauconite,1,1
burdon,1,1
chazyan,1,1
steraks,1,1
brkng,1,1
brokern,1,1
150'w,1,1
cemented0,1,1
breahy,1,1
solfeter,1,1
crevass,1,1
channels,1,1
combined,1,1
snf,1,1
soilid,1,1
lavonian,1,1
varico,1,1
ggritty,1,1
ficon,1,1
sonr,1,1
conlomerate,1,1
grqavel,1,1
brashy,1,1
1008,1,1
1001,1,1
shakey,1,1
506,1,1
1017,1,1
mississenawa,1,1
mississenecoa,1,1
complemerst,1,1
carol,1,1
shoft,1,1
acidized,1,1
bushy,1,1
sr7,1,1
496,1,1
softes,1,1
coldr,1,1
missisenawa,1,1
els,1,1
niagrs,1,1
conglomera,1,1
bedroak,1,1
leached,1,1
unweath,1,1
unweathere,1,1
unweathe,1,1
solutio,1,1
lightbrn,1,1
sleate,1,1
ruff,1,1
adv,1,1
grety,1,1
sazndy,1,1
mooth,1,1
grittyy,1,1
niafra,1,1
rockyclay,1,1
teays,1,1
clao,1,1
lare,1,1
crieves,1,1
pyroth,1,1
linctuous,1,1
cemenr,1,1
wagter,1,1
fools,1,1
3gp,1,1
stirpes,1,1
yrs,1,1
yellowis,1,1
sround,1,1
glrg,1,1
limetstone,1,1
conglomeiste,1,1
grated,1,1
olime,1,1
cavie,1,1
fnto,1,1
dried,1,1
pylite,1,1
clayely,1,1
trenlon,1,1
mud121,1,1
166,1,1
tkn,1,1
seq,1,1
dlate,1,1
ltbrstiffmottledclay,1,1
ltgraystiffclay,1,1
mdg,1,1
somebrclay,1,1
pagrite,1,1
mergine,1,1
brstone,1,1
pitch,1,1
facial,1,1
tgrenton,1,1
neagro,1,1
srocks,1,1
whith,1,1
lenton,1,1
stopsoil,1,1
impacted,1,1
softltgreyclay,1,1
fncrsg,1,1
niagar,1,1
keokuk,1,1
laminar,1,1
wlay,1,1
ballers,1,1
braen,1,1
sandysilt,1,1
854,1,1
wrock,1,1
circul,1,1
mixdd,1,1
gravelstones,1,1
917,1,1
pks,1,1
cts,1,1
medotcrs,1,1
dri,1,1
shively,1,1
installed,1,1
drileld,1,1
cgrav,1,1
cemente,1,1
murkey,1,1
rine,1,1
cprock,1,1
topleoil,1,1
ches,1,1
dolomiticsplits,1,1
dolomitics,1,1
splits,1,1
637,1,1
rlucly,1,1
glaicer,1,1
drife,1,1
graujard,1,1
tiler,1,1
gradies,1,1
listone,1,1
oiil,1,1
921,1,1
plnt,1,1
remains,1,1
mfg,1,1
conglomnate,1,1
han,1,1
petroleum,1,1
cntnd,1,1
wock,1,1
cis,1,1
benber,1,1
163ft,1,1
284,1,1
graevlk,1,1
griity,1,1
shist,1,1
smallrocks,1,1
richo,1,1
limely,1,1
bdrck,1,1
slwly,1,1
pressured,1,1
gradlly,1,1
dill,1,1
blasts,1,1
accumulating,1,1
chiller,1,1
gravchief,1,1
conglomerite,1,1
nica,1,1
stsone,1,1
putt,1,1
conglimerate,1,1
fenton,1,1
bloders,1,1
cerl,1,1
toughw,1,1
ware,1,1
dcemented,1,1
home,1,1
graveal,1,1
brgr,1,1
limkestone,1,1
fractd,1,1
aut,1,1
dsm,1,1
harg,1,1
semented,1,1
migra,1,1
brownisg,1,1
bulders,1,1
grant,1,1
lrger,1,1
hedrock,1,1
blacn,1,1
sandfngrav,1,1
wbroken,1,1
024,1,1
2465,1,1
6568,1,1
repaired,1,1
590,1,1
bluegey,1,1
softbluewater,1,1
bearingstone,1,1
heavymud,1,1
darb,1,1
verious,1,1
75gpm,1,1
chiefly,1,1
shellstone,1,1
brine,1,1
danimit,1,1
casting,1,1
brl,1,1
altern,1,1
deg,1,1
hardne,1,1
hery,1,1
crushes,1,1
broar,1,1
125gpm,1,1
haid,1,1
veri,1,1
brackish,1,1
rex,1,1
oolitec,1,1
muggy,1,1
pores,1,1
styolitic,1,1
ond,1,1
xa,1,1
waterbearingstone,1,1
lor,1,1
rolc,1,1
28gpm,1,1
211,1,1
lima,1,1
crkd,1,1
mediump,1,1
pip3,1,1
limstne,1,1
ppan,1,1
wlittle,1,1
bcue,1,1
stringes,1,1
limestonbe,1,1
leadge,1,1
const,1,1
199,1,1
cauey,1,1
219,1,1
newdrilling,1,1
stremmel,1,1
brokent,1,1
723,1,1
stinse,1,1
polomite,1,1
horelpan,1,1
coerre,1,1
ssstone,1,1
8a,1,1
ivory,1,1
shifting,1,1
drawdown,1,1
tellou,1,1
nering,1,1
linesand,1,1
intmit,1,1
boning,1,1
limese,1,1
stnes,1,1
pat,1,1
bluey,1,1
humis,1,1
gre7y,1,1
soney,1,1
dialld,1,1
yelloww,1,1
slicks,1,1
5254,1,1
peav,1,1
dfn,1,1
limr,1,1
withclay,1,1
ranged,1,1
liht,1,1
gravelm,1,1
tyel,1,1
dpst,1,1
mie,1,1
lonce,1,1
400gpm,1,1
800,1,1
brgravel,1,1
ciarse,1,1
caseins,1,1
rinse,1,1
gory,1,1
botttom,1,1
sande,1,1
grovey,1,1
rolomite,1,1
ddrilled,1,1
schell,1,1
0limestone,1,1
llt,1,1
mixgure,1,1
sharpe,1,1
diu,1,1
caky,1,1
bpulder,1,1
suffler,1,1
cmt,1,1
slirt,1,1
yhard,1,1
seive,1,1
fractioned,1,1
aheley,1,1
chrystal,1,1
putr,1,1
sandyu,1,1
garnish,1,1
blawn,1,1
gryls,1,1
crevaass,1,1
graveel,1,1
filter,1,1
wattery,1,1
clay10,1,1
goes,1,1
doesnt,1,1
stoneyblue,1,1
limestonet,1,1
ignore,1,1
darkd,1,1
limebuff,1,1
612,1,1
formatio,1,1
limesotnes,1,1
devington,1,1
tonea,1,1
cirey,1,1
ordiarcian,1,1
ordecn,1,1
ga,1,1
sks,1,1
rodcks,1,1
tsandy,1,1
drkr,1,1
race,1,1
sicky,1,1
crapp,1,1
limsotne,1,1
greyclayw,1,1
sandsiltcrsgrav,1,1
dulenilt,1,1
spay,1,1
pose,1,1
blcok,1,1
blacks,1,1
panclay,1,1
densr,1,1
silvrion,1,1
limerstone,1,1
rtan,1,1
ctony,1,1
runchy,1,1
cosae,1,1
2's,1,1
plan,1,1
prilbed,1,1
soiol,1,1
sims,1,1
yellown,1,1
ltgreysand,1,1
softclayw,1,1
polished,1,1
edrock,1,1
blie,1,1
detenoated,1,1
aside,1,1
chit,1,1
rotary,1,1
folse,1,1
limewstone,1,1
ctoney,1,1
washie,1,1
suck,1,1
graqvel,1,1
atherton2c,1,1
newholtill,1,1
fmsand,1,1
trafalgertill,1,1
glaciofluvialdep,1,1
claeysilt,1,1
sandfmsand,1,1
fmsandclay,1,1
siltyclaysand,1,1
shab,1,1
vanes,1,1
ricks,1,1
cacey,1,1
midium,1,1
lavil,1,1
grav376,1,1
dredging,1,1
hickory,1,1
nuts,1,1
inthe,1,1
verhy,1,1
buzz,1,1
drain,1,1
looter,1,1
variations,1,1
deteriatred,1,1
sosn,1,1
blleu,1,1
granula,1,1
streads,1,1
breakin,1,1
clayiy,1,1
limestons,1,1
shiff,1,1
piri,1,1
hesing,1,1
wager,1,1
fractrued,1,1
stickly,1,1
redisk,1,1
balebra,1,1
yellowc,1,1
rjock,1,1
hzlnut,1,1
permit,1,1
gib,1,1
paige,1,1
grouting,1,1
cruck,1,1
vian,1,1
mon,1,1
gilt,1,1
guich,1,1
fairsize,1,1
8size,1,1
job,1,1
mandr,1,1
nick,1,1
graypn,1,1
boldun,1,1
murier,1,1
1o,1,1
bolden,1,1
range,1,1
tos,1,1
gaty,1,1
blksh,1,1
bluy,1,1
strt,1,1
stumps,1,1
inlay,1,1
orgn,1,1
satuated,1,1
dwn,1,1
pres,1,1
rot,1,1
chipfound,1,1
maril,1,1
settling,1,1
looked,1,1
medim,1,1
dribed,1,1
holeplug,1,1
pah,1,1
sait,1,1
grav170,1,1
hckry,1,1
dikefill,1,1
markow,1,1
muddyy,1,1
equal,1,1
brownlime,1,1
216,1,1
221,1,1
228,1,1
foul,1,1
g18,1,1
recalified,1,1
gravlcrs,1,1
